Time,PCTime,UEid,Serving Cell RSRP(dBm)
11:3:3.750,39783750,1,-74
11:3:3.984,39783984,1,-74
11:3:4.218,39784218,1,-74
11:3:4.343,39784343,1,-73
11:3:4.578,39784578,1,-73
11:3:4.828,39784828,1,-74
11:3:5.062,39785062,1,-74
11:3:5.187,39785187,1,-73
11:3:5.468,39785468,1,-74
11:3:5.578,39785578,1,-73
11:3:5.750,39785750,1,-74
11:3:5.984,39785984,1,-74
11:3:6.218,39786218,1,-74
11:3:6.343,39786343,1,-74
11:3:6.578,39786578,1,-74
11:3:6.750,39786750,1,-75
11:3:6.984,39786984,1,-74
11:3:7.140,39787140,1,-75
11:3:7.468,39787468,1,-74
11:3:7.578,39787578,1,-73
11:3:7.828,39787828,1,-74
11:3:7.937,39787937,1,-74
11:3:8.218,39788218,1,-73
11:3:8.343,39788343,1,-73
11:3:8.578,39788578,1,-73
11:3:8.750,39788750,1,-74
11:3:8.984,39788984,1,-75
11:3:9.218,39789218,1,-75
11:3:9.468,39789468,1,-75
11:3:9.578,39789578,1,-74
11:3:9.750,39789750,1,-74
11:3:9.984,39789984,1,-74
11:3:10.218,39790218,1,-74
11:3:10.343,39790343,1,-74
11:3:10.578,39790578,1,-74
11:3:10.750,39790750,1,-74
11:3:10.984,39790984,1,-74
11:3:11.218,39791218,1,-74
11:3:11.468,39791468,1,-74
11:3:11.578,39791578,1,-75
11:3:11.750,39791750,1,-75
11:3:11.984,39791984,1,-75
11:3:12.218,39792218,1,-75
11:3:12.343,39792343,1,-76
11:3:12.578,39792578,1,-76
11:3:12.750,39792750,1,-75
11:3:12.984,39792984,1,-75
11:3:13.218,39793218,1,-75
11:3:13.578,39793578,1,-75
11:3:13.750,39793750,1,-74
11:3:13.937,39793937,1,-73
11:3:14.218,39794218,1,-75
11:3:14.343,39794343,1,-76
11:3:14.578,39794578,1,-76
11:3:14.750,39794750,1,-75
11:3:14.984,39794984,1,-75
11:3:15.218,39795218,1,-75
11:3:15.343,39795343,1,-75
11:3:15.578,39795578,1,-75
11:3:15.750,39795750,1,-75
11:3:15.984,39795984,1,-75
11:3:16.218,39796218,1,-75
11:3:16.343,39796343,1,-75
11:3:16.578,39796578,1,-75
11:3:16.750,39796750,1,-75
11:3:17.140,39797140,1,-75
11:3:17.468,39797468,1,-75
11:3:17.578,39797578,1,-75
11:3:17.750,39797750,1,-75
11:3:17.984,39797984,1,-75
11:3:18.218,39798218,1,-75
11:3:18.343,39798343,1,-74
11:3:18.578,39798578,1,-75
11:3:18.750,39798750,1,-75
11:3:18.984,39798984,1,-75
11:3:19.218,39799218,1,-75
11:3:19.468,39799468,1,-75
11:3:19.578,39799578,1,-75
11:3:19.750,39799750,1,-76
11:3:19.984,39799984,1,-76
11:3:20.218,39800218,1,-76
11:3:20.468,39800468,1,-75
11:3:20.578,39800578,1,-76
11:3:20.750,39800750,1,-75
11:3:20.984,39800984,1,-75
11:3:21.140,39801140,1,-75
11:3:21.343,39801343,1,-76
11:3:21.578,39801578,1,-76
11:3:21.750,39801750,1,-75
11:3:21.984,39801984,1,-76
11:3:22.140,39802140,1,-75
11:3:22.343,39802343,1,-76
11:3:22.578,39802578,1,-76
11:3:22.750,39802750,1,-76
11:3:22.984,39802984,1,-75
11:3:23.218,39803218,1,-75
11:3:23.468,39803468,1,-75
11:3:23.578,39803578,1,-75
11:3:23.750,39803750,1,-75
11:3:23.984,39803984,1,-75
11:3:24.218,39804218,1,-75
11:3:24.343,39804343,1,-75
11:3:24.578,39804578,1,-75
11:3:24.750,39804750,1,-75
11:3:24.984,39804984,1,-75
11:3:25.218,39805218,1,-75
11:3:25.468,39805468,1,-75
11:3:25.578,39805578,1,-75
11:3:25.828,39805828,1,-75
11:3:25.984,39805984,1,-75
11:3:26.218,39806218,1,-74
11:3:26.343,39806343,1,-74
11:3:26.578,39806578,1,-74
11:3:26.750,39806750,1,-74
11:3:26.984,39806984,1,-74
11:3:27.218,39807218,1,-74
11:3:27.468,39807468,1,-75
11:3:27.578,39807578,1,-74
11:3:27.750,39807750,1,-74
11:3:27.984,39807984,1,-74
11:3:28.218,39808218,1,-74
11:3:28.343,39808343,1,-74
11:3:28.578,39808578,1,-74
11:3:28.750,39808750,1,-74
11:3:28.984,39808984,1,-74
11:3:29.218,39809218,1,-74
11:3:29.468,39809468,1,-74
11:3:29.578,39809578,1,-74
11:3:29.859,39809859,1,-74
11:3:29.984,39809984,1,-73
11:3:30.218,39810218,1,-74
11:3:30.468,39810468,1,-74
11:3:30.578,39810578,1,-74
11:3:30.750,39810750,1,-73
11:3:30.984,39810984,1,-73
11:3:31.140,39811140,1,-73
11:3:31.468,39811468,1,-73
11:3:31.578,39811578,1,-73
11:3:31.750,39811750,1,-73
11:3:31.984,39811984,1,-74
11:3:32.218,39812218,1,-73
11:3:32.468,39812468,1,-74
11:3:32.578,39812578,1,-73
11:3:32.750,39812750,1,-74
11:3:32.984,39812984,1,-74
11:3:33.218,39813218,1,-74
11:3:33.468,39813468,1,-74
11:3:33.578,39813578,1,-74
11:3:33.750,39813750,1,-74
11:3:33.984,39813984,1,-73
11:3:34.218,39814218,1,-73
11:3:34.343,39814343,1,-74
11:3:34.578,39814578,1,-74
11:3:34.750,39814750,1,-73
11:3:34.937,39814937,1,-74
11:3:35.218,39815218,1,-74
11:3:35.468,39815468,1,-74
11:3:35.578,39815578,1,-73
11:3:35.750,39815750,1,-73
11:3:35.984,39815984,1,-73
11:3:36.218,39816218,1,-73
11:3:36.343,39816343,1,-73
11:3:36.578,39816578,1,-74
11:3:36.750,39816750,1,-73
11:3:36.984,39816984,1,-74
11:3:37.218,39817218,1,-73
11:3:37.343,39817343,1,-73
11:3:37.578,39817578,1,-73
11:3:37.750,39817750,1,-72
11:3:37.984,39817984,1,-72
11:3:38.218,39818218,1,-73
11:3:38.343,39818343,1,-73
11:3:38.578,39818578,1,-73
11:3:38.750,39818750,1,-73
11:3:38.984,39818984,1,-73
11:3:39.218,39819218,1,-73
11:3:39.343,39819343,1,-73
11:3:39.578,39819578,1,-73
11:3:39.750,39819750,1,-73
11:3:39.984,39819984,1,-72
11:3:40.218,39820218,1,-73
11:3:40.468,39820468,1,-73
11:3:40.578,39820578,1,-73
11:3:40.750,39820750,1,-73
11:3:40.984,39820984,1,-73
11:3:41.218,39821218,1,-73
11:3:41.468,39821468,1,-73
11:3:41.578,39821578,1,-73
11:3:41.750,39821750,1,-74
11:3:41.984,39821984,1,-74
11:3:42.140,39822140,1,-73
11:3:42.343,39822343,1,-73
11:3:42.578,39822578,1,-73
11:3:42.750,39822750,1,-73
11:3:42.984,39822984,1,-74
11:3:43.218,39823218,1,-74
11:3:43.468,39823468,1,-74
11:3:43.578,39823578,1,-74
11:3:43.750,39823750,1,-74
11:3:43.984,39823984,1,-74
11:3:44.218,39824218,1,-74
11:3:44.468,39824468,1,-74
11:3:44.578,39824578,1,-74
11:3:44.750,39824750,1,-74
11:3:45.140,39825140,1,-74
11:3:45.421,39825421,1,-74
11:3:45.578,39825578,1,-74
11:3:45.750,39825750,1,-74
11:3:45.984,39825984,1,-74
11:3:46.218,39826218,1,-74
11:3:46.343,39826343,1,-74
11:3:46.578,39826578,1,-74
11:3:46.750,39826750,1,-74
11:3:46.984,39826984,1,-73
11:3:47.218,39827218,1,-73
11:3:47.468,39827468,1,-73
11:3:47.546,39827546,1,-73
11:3:47.750,39827750,1,-73
11:3:47.984,39827984,1,-73
11:3:48.218,39828218,1,-74
11:3:48.343,39828343,1,-74
11:3:48.578,39828578,1,-73
11:3:48.750,39828750,1,-74
11:3:48.984,39828984,1,-74
11:3:49.218,39829218,1,-74
11:3:49.468,39829468,1,-74
11:3:49.578,39829578,1,-74
11:3:49.859,39829859,1,-74
11:3:49.984,39829984,1,-74
11:3:50.218,39830218,1,-74
11:3:50.468,39830468,1,-74
11:3:50.578,39830578,1,-74
11:3:50.750,39830750,1,-74
11:3:50.984,39830984,1,-74
11:3:51.140,39831140,1,-74
11:3:51.468,39831468,1,-74
11:3:51.578,39831578,1,-74
11:3:51.750,39831750,1,-74
11:3:52.015,39832015,1,-74
11:3:52.140,39832140,1,-74
11:3:52.468,39832468,1,-74
11:3:52.578,39832578,1,-74
11:3:52.750,39832750,1,-74
11:3:52.984,39832984,1,-74
11:3:53.218,39833218,1,-74
11:3:53.468,39833468,1,-74
11:3:53.578,39833578,1,-74
11:3:53.750,39833750,1,-74
11:3:53.984,39833984,1,-74
11:3:54.218,39834218,1,-74
11:3:54.468,39834468,1,-74
11:3:54.578,39834578,1,-74
11:3:54.750,39834750,1,-74
11:3:54.984,39834984,1,-74
11:3:55.140,39835140,1,-74
11:3:55.468,39835468,1,-74
11:3:55.578,39835578,1,-74
11:3:55.750,39835750,1,-74
11:3:55.984,39835984,1,-74
11:3:56.218,39836218,1,-74
11:3:56.343,39836343,1,-74
11:3:56.578,39836578,1,-74
11:3:56.750,39836750,1,-74
11:3:56.984,39836984,1,-74
11:3:57.140,39837140,1,-74
11:3:57.468,39837468,1,-74
11:3:57.578,39837578,1,-74
11:3:57.750,39837750,1,-74
11:3:58.062,39838062,1,-74
11:3:58.218,39838218,1,-74
11:3:58.343,39838343,1,-74
11:3:58.578,39838578,1,-74
11:3:58.750,39838750,1,-74
11:3:58.984,39838984,1,-74
11:3:59.218,39839218,1,-74
11:3:59.468,39839468,1,-74
11:3:59.578,39839578,1,-74
11:3:59.859,39839859,1,-75
11:3:59.984,39839984,1,-74
11:4:0.218,39840218,1,-74
11:4:0.468,39840468,1,-74
11:4:0.578,39840578,1,-74
11:4:0.750,39840750,1,-74
11:4:0.984,39840984,1,-74
11:4:1.140,39841140,1,-74
11:4:1.468,39841468,1,-73
11:4:1.578,39841578,1,-74
11:4:1.750,39841750,1,-74
11:4:2.140,39842140,1,-74
11:4:2.343,39842343,1,-74
11:4:2.578,39842578,1,-74
11:4:2.750,39842750,1,-74
11:4:2.984,39842984,1,-74
11:4:3.218,39843218,1,-74
11:4:3.343,39843343,1,-74
11:4:3.578,39843578,1,-74
11:4:3.750,39843750,1,-74
11:4:3.984,39843984,1,-74
11:4:4.218,39844218,1,-74
11:4:4.343,39844343,1,-74
11:4:4.578,39844578,1,-73
11:4:4.750,39844750,1,-74
11:4:4.984,39844984,1,-74
11:4:5.140,39845140,1,-74
11:4:5.421,39845421,1,-74
11:4:5.578,39845578,1,-74
11:4:5.750,39845750,1,-74
11:4:5.984,39845984,1,-74
11:4:6.140,39846140,1,-74
11:4:6.343,39846343,1,-74
11:4:6.578,39846578,1,-74
11:4:6.750,39846750,1,-74
11:4:6.984,39846984,1,-74
11:4:7.140,39847140,1,-74
11:4:7.343,39847343,1,-74
11:4:7.578,39847578,1,-74
11:4:7.750,39847750,1,-74
11:4:7.984,39847984,1,-74
11:4:8.218,39848218,1,-74
11:4:8.343,39848343,1,-74
11:4:8.578,39848578,1,-75
11:4:8.750,39848750,1,-74
11:4:8.984,39848984,1,-74
11:4:9.218,39849218,1,-74
11:4:9.468,39849468,1,-75
11:4:9.593,39849593,1,-74
11:4:9.750,39849750,1,-74
11:4:10.015,39850015,1,-74
11:4:10.140,39850140,1,-74
11:4:10.343,39850343,1,-74
11:4:10.578,39850578,1,-74
11:4:10.750,39850750,1,-74
11:4:10.984,39850984,1,-73
11:4:11.218,39851218,1,-74
11:4:11.468,39851468,1,-74
11:4:11.578,39851578,1,-74
11:4:11.750,39851750,1,-73
11:4:11.937,39851937,1,-73
11:4:12.187,39852187,1,-73
11:4:12.421,39852421,1,-73
11:4:12.578,39852578,1,-73
11:4:12.750,39852750,1,-73
11:4:12.937,39852937,1,-73
11:4:13.218,39853218,1,-73
11:4:13.578,39853578,1,-73
11:4:13.750,39853750,1,-73
11:4:14.015,39854015,1,-73
11:4:14.218,39854218,1,-73
11:4:14.343,39854343,1,-75
11:4:14.578,39854578,1,-76
11:4:14.750,39854750,1,-75
11:4:14.984,39854984,1,-74
11:4:15.140,39855140,1,-75
11:4:15.468,39855468,1,-75
11:4:15.546,39855546,1,-75
11:4:15.750,39855750,1,-75
11:4:15.984,39855984,1,-74
11:4:16.218,39856218,1,-74
11:4:16.343,39856343,1,-74
11:4:16.578,39856578,1,-73
11:4:16.750,39856750,1,-74
11:4:17.015,39857015,1,-73
11:4:17.140,39857140,1,-74
11:4:17.468,39857468,1,-74
11:4:17.578,39857578,1,-74
11:4:17.859,39857859,1,-74
11:4:17.984,39857984,1,-74
11:4:18.218,39858218,1,-74
11:4:18.343,39858343,1,-74
11:4:18.578,39858578,1,-74
11:4:18.750,39858750,1,-74
11:4:18.984,39858984,1,-74
11:4:19.218,39859218,1,-75
11:4:19.343,39859343,1,-74
11:4:19.578,39859578,1,-75
11:4:19.750,39859750,1,-74
11:4:20.031,39860031,1,-74
11:4:20.140,39860140,1,-75
11:4:20.343,39860343,1,-74
11:4:20.578,39860578,1,-74
11:4:20.750,39860750,1,-74
11:4:21.031,39861031,1,-74
11:4:21.156,39861156,1,-74
11:4:21.390,39861390,1,-74
11:4:21.546,39861546,1,-74
11:4:21.906,39861906,1,-73
11:4:22.031,39862031,1,-74
11:4:22.218,39862218,1,-74
11:4:22.343,39862343,1,-74
11:4:22.578,39862578,1,-74
11:4:22.750,39862750,1,-73
11:4:23.109,39863109,1,-73
11:4:23.187,39863187,1,-73
11:4:23.390,39863390,1,-73
11:4:23.625,39863625,1,-73
11:4:23.828,39863828,1,-74
11:4:23.937,39863937,1,-74
11:4:24.187,39864187,1,-73
11:4:24.343,39864343,1,-73
11:4:24.546,39864546,1,-73
11:4:24.750,39864750,1,-74
11:4:24.937,39864937,1,-73
11:4:25.218,39865218,1,-73
11:4:25.468,39865468,1,-73
11:4:25.578,39865578,1,-74
11:4:25.750,39865750,1,-74
11:4:26.015,39866015,1,-73
11:4:26.140,39866140,1,-74
11:4:26.343,39866343,1,-74
11:4:26.578,39866578,1,-74
11:4:26.750,39866750,1,-74
11:4:27.015,39867015,1,-74
11:4:27.140,39867140,1,-74
11:4:27.468,39867468,1,-74
11:4:27.562,39867562,1,-74
11:4:27.750,39867750,1,-74
11:4:27.984,39867984,1,-74
11:4:28.218,39868218,1,-74
11:4:28.343,39868343,1,-75
11:4:28.578,39868578,1,-74
11:4:28.765,39868765,1,-74
11:4:29.031,39869031,1,-74
11:4:29.140,39869140,1,-74
11:4:29.343,39869343,1,-74
11:4:29.578,39869578,1,-74
11:4:29.906,39869906,1,-74
11:4:30.031,39870031,1,-74
11:4:30.140,39870140,1,-74
11:4:30.468,39870468,1,-74
11:4:30.578,39870578,1,-74
11:4:30.750,39870750,1,-73
11:4:31.015,39871015,1,-73
11:4:31.140,39871140,1,-74
11:4:31.468,39871468,1,-74
11:4:31.578,39871578,1,-74
11:4:31.750,39871750,1,-74
11:4:32.015,39872015,1,-74
11:4:32.218,39872218,1,-74
11:4:32.343,39872343,1,-73
11:4:32.578,39872578,1,-74
11:4:32.750,39872750,1,-76
11:4:32.984,39872984,1,-75
11:4:33.140,39873140,1,-75
11:4:33.468,39873468,1,-75
11:4:33.546,39873546,1,-76
11:4:33.750,39873750,1,-75
11:4:33.984,39873984,1,-75
11:4:34.218,39874218,1,-75
11:4:34.468,39874468,1,-74
11:4:34.578,39874578,1,-74
11:4:34.750,39874750,1,-74
11:4:34.937,39874937,1,-74
11:4:35.140,39875140,1,-74
11:4:35.390,39875390,1,-74
11:4:35.578,39875578,1,-74
11:4:35.765,39875765,1,-74
11:4:35.984,39875984,1,-73
11:4:36.218,39876218,1,-74
11:4:36.343,39876343,1,-74
11:4:36.578,39876578,1,-74
11:4:36.750,39876750,1,-75
11:4:36.984,39876984,1,-75
11:4:37.140,39877140,1,-74
11:4:37.343,39877343,1,-75
11:4:37.578,39877578,1,-75
11:4:37.750,39877750,1,-75
11:4:37.984,39877984,1,-74
11:4:38.140,39878140,1,-75
11:4:38.343,39878343,1,-74
11:4:38.578,39878578,1,-74
11:4:38.750,39878750,1,-75
11:4:38.984,39878984,1,-75
11:4:39.218,39879218,1,-75
11:4:39.468,39879468,1,-74
11:4:39.578,39879578,1,-74
11:4:39.750,39879750,1,-75
11:4:40.015,39880015,1,-74
11:4:40.140,39880140,1,-74
11:4:40.468,39880468,1,-74
11:4:40.578,39880578,1,-74
11:4:40.750,39880750,1,-74
11:4:41.015,39881015,1,-74
11:4:41.140,39881140,1,-75
11:4:41.343,39881343,1,-75
11:4:41.578,39881578,1,-75
11:4:41.765,39881765,1,-75
11:4:41.937,39881937,1,-75
11:4:42.218,39882218,1,-75
11:4:42.343,39882343,1,-75
11:4:42.578,39882578,1,-75
11:4:42.750,39882750,1,-75
11:4:43.015,39883015,1,-74
11:4:43.140,39883140,1,-74
11:4:43.468,39883468,1,-74
11:4:43.578,39883578,1,-74
11:4:43.750,39883750,1,-75
11:4:43.984,39883984,1,-74
11:4:44.218,39884218,1,-74
11:4:44.468,39884468,1,-75
11:4:44.578,39884578,1,-75
11:4:44.750,39884750,1,-75
11:4:44.937,39884937,1,-75
11:4:45.140,39885140,1,-75
11:4:45.343,39885343,1,-75
11:4:45.546,39885546,1,-74
11:4:45.765,39885765,1,-74
11:4:46.015,39886015,1,-76
11:4:46.140,39886140,1,-75
11:4:46.343,39886343,1,-75
11:4:46.578,39886578,1,-75
11:4:46.765,39886765,1,-75
11:4:47.015,39887015,1,-75
11:4:47.140,39887140,1,-76
11:4:47.468,39887468,1,-75
11:4:47.578,39887578,1,-75
11:4:47.781,39887781,1,-75
11:4:48.015,39888015,1,-74
11:4:48.140,39888140,1,-75
11:4:48.343,39888343,1,-75
11:4:48.578,39888578,1,-75
11:4:48.781,39888781,1,-75
11:4:48.984,39888984,1,-75
11:4:49.140,39889140,1,-75
11:4:49.468,39889468,1,-75
11:4:49.546,39889546,1,-75
11:4:49.750,39889750,1,-75
11:4:49.937,39889937,1,-75
11:4:50.140,39890140,1,-75
11:4:50.343,39890343,1,-75
11:4:50.546,39890546,1,-75
11:4:50.750,39890750,1,-75
11:4:50.937,39890937,1,-75
11:4:51.140,39891140,1,-75
11:4:51.343,39891343,1,-75
11:4:51.546,39891546,1,-75
11:4:51.937,39891937,1,-75
11:4:52.218,39892218,1,-75
11:4:52.421,39892421,1,-75
11:4:52.625,39892625,1,-75
11:4:52.718,39892718,1,-75
11:4:53.031,39893031,1,-75
11:4:53.140,39893140,1,-75
11:4:53.390,39893390,1,-75
11:4:53.578,39893578,1,-75
11:4:53.765,39893765,1,-75
11:4:53.984,39893984,1,-75
11:4:54.218,39894218,1,-75
11:4:54.343,39894343,1,-75
11:4:54.546,39894546,1,-75
11:4:54.750,39894750,1,-75
11:4:55.015,39895015,1,-75
11:4:55.140,39895140,1,-75
11:4:55.468,39895468,1,-75
11:4:55.578,39895578,1,-75
11:4:55.765,39895765,1,-75
11:4:56.031,39896031,1,-75
11:4:56.140,39896140,1,-75
11:4:56.421,39896421,1,-75
11:4:56.546,39896546,1,-75
11:4:56.750,39896750,1,-75
11:4:57.031,39897031,1,-75
11:4:57.140,39897140,1,-75
11:4:57.500,39897500,1,-75
11:4:57.625,39897625,1,-75
11:4:57.750,39897750,1,-75
11:4:57.984,39897984,1,-75
11:4:58.218,39898218,1,-74
11:4:58.343,39898343,1,-74
11:4:58.578,39898578,1,-74
11:4:58.750,39898750,1,-74
11:4:58.937,39898937,1,-74
11:4:59.140,39899140,1,-74
11:4:59.468,39899468,1,-74
11:4:59.578,39899578,1,-74
11:4:59.750,39899750,1,-74
11:4:59.937,39899937,1,-74
11:5:0.187,39900187,1,-74
11:5:0.468,39900468,1,-74
11:5:0.578,39900578,1,-74
11:5:0.765,39900765,1,-74
11:5:1.031,39901031,1,-74
11:5:1.140,39901140,1,-74
11:5:1.468,39901468,1,-75
11:5:1.578,39901578,1,-75
11:5:1.781,39901781,1,-75
11:5:2.031,39902031,1,-75
11:5:2.140,39902140,1,-75
11:5:2.343,39902343,1,-74
11:5:2.578,39902578,1,-74
11:5:2.765,39902765,1,-75
11:5:3.015,39903015,1,-75
11:5:3.140,39903140,1,-75
11:5:3.468,39903468,1,-75
11:5:3.546,39903546,1,-75
11:5:3.906,39903906,1,-74
11:5:3.984,39903984,1,-75
11:5:4.218,39904218,1,-75
11:5:4.343,39904343,1,-75
11:5:4.578,39904578,1,-74
11:5:4.765,39904765,1,-75
11:5:5.015,39905015,1,-74
11:5:5.140,39905140,1,-74
11:5:5.546,39905546,1,-74
11:5:5.750,39905750,1,-75
11:5:6.031,39906031,1,-75
11:5:6.140,39906140,1,-75
11:5:6.343,39906343,1,-75
11:5:6.578,39906578,1,-75
11:5:6.781,39906781,1,-75
11:5:7.031,39907031,1,-75
11:5:7.140,39907140,1,-75
11:5:7.343,39907343,1,-75
11:5:7.578,39907578,1,-75
11:5:7.781,39907781,1,-75
11:5:8.031,39908031,1,-75
11:5:8.140,39908140,1,-75
11:5:8.343,39908343,1,-74
11:5:8.578,39908578,1,-74
11:5:8.765,39908765,1,-74
11:5:9.031,39909031,1,-74
11:5:9.140,39909140,1,-75
11:5:9.468,39909468,1,-73
11:5:9.578,39909578,1,-74
11:5:9.765,39909765,1,-73
11:5:10.031,39910031,1,-74
11:5:10.140,39910140,1,-74
11:5:10.343,39910343,1,-74
11:5:10.546,39910546,1,-74
11:5:10.828,39910828,1,-74
11:5:10.937,39910937,1,-74
11:5:11.140,39911140,1,-74
11:5:11.578,39911578,1,-74
11:5:11.765,39911765,1,-74
11:5:11.984,39911984,1,-74
11:5:12.140,39912140,1,-74
11:5:12.343,39912343,1,-74
11:5:12.578,39912578,1,-74
11:5:12.765,39912765,1,-74
11:5:12.984,39912984,1,-74
11:5:13.218,39913218,1,-74
11:5:13.421,39913421,1,-74
11:5:13.546,39913546,1,-74
11:5:13.750,39913750,1,-74
11:5:13.937,39913937,1,-74
11:5:14.187,39914187,1,-74
11:5:14.343,39914343,1,-74
11:5:14.578,39914578,1,-74
11:5:14.765,39914765,1,-74
11:5:14.984,39914984,1,-74
11:5:15.140,39915140,1,-74
11:5:15.468,39915468,1,-74
11:5:15.546,39915546,1,-74
11:5:15.859,39915859,1,-74
11:5:15.984,39915984,1,-74
11:5:16.218,39916218,1,-74
11:5:16.343,39916343,1,-74
11:5:16.578,39916578,1,-73
11:5:16.765,39916765,1,-74
11:5:17.031,39917031,1,-74
11:5:17.140,39917140,1,-75
11:5:17.468,39917468,1,-75
11:5:17.578,39917578,1,-75
11:5:17.750,39917750,1,-74
11:5:18.031,39918031,1,-75
11:5:18.140,39918140,1,-75
11:5:18.421,39918421,1,-75
11:5:18.546,39918546,1,-75
11:5:18.750,39918750,1,-75
11:5:18.984,39918984,1,-75
11:5:19.218,39919218,1,-75
11:5:19.468,39919468,1,-75
11:5:19.625,39919625,1,-74
11:5:19.750,39919750,1,-74
11:5:19.937,39919937,1,-74
11:5:20.140,39920140,1,-75
11:5:20.390,39920390,1,-75
11:5:20.625,39920625,1,-74
11:5:20.750,39920750,1,-74
11:5:20.984,39920984,1,-74
11:5:21.218,39921218,1,-74
11:5:21.468,39921468,1,-74
11:5:21.578,39921578,1,-75
11:5:21.781,39921781,1,-74
11:5:22.031,39922031,1,-75
11:5:22.140,39922140,1,-75
11:5:22.343,39922343,1,-75
11:5:22.578,39922578,1,-74
11:5:22.765,39922765,1,-75
11:5:23.031,39923031,1,-75
11:5:23.140,39923140,1,-74
11:5:23.468,39923468,1,-74
11:5:23.578,39923578,1,-74
11:5:23.765,39923765,1,-74
11:5:24.031,39924031,1,-75
11:5:24.218,39924218,1,-74
11:5:24.343,39924343,1,-74
11:5:24.578,39924578,1,-73
11:5:24.765,39924765,1,-74
11:5:25.031,39925031,1,-74
11:5:25.140,39925140,1,-74
11:5:25.468,39925468,1,-74
11:5:25.578,39925578,1,-74
11:5:25.781,39925781,1,-74
11:5:26.031,39926031,1,-74
11:5:26.140,39926140,1,-74
11:5:26.343,39926343,1,-74
11:5:26.578,39926578,1,-74
11:5:26.750,39926750,1,-74
11:5:26.984,39926984,1,-74
11:5:27.140,39927140,1,-74
11:5:27.468,39927468,1,-74
11:5:27.578,39927578,1,-75
11:5:27.781,39927781,1,-74
11:5:28.031,39928031,1,-74
11:5:28.218,39928218,1,-74
11:5:28.343,39928343,1,-74
11:5:28.578,39928578,1,-74
11:5:28.765,39928765,1,-74
11:5:29.140,39929140,1,-74
11:5:29.421,39929421,1,-74
11:5:29.578,39929578,1,-74
11:5:29.781,39929781,1,-74
11:5:29.937,39929937,1,-75
11:5:30.218,39930218,1,-75
11:5:30.468,39930468,1,-74
11:5:30.578,39930578,1,-75
11:5:30.750,39930750,1,-75
11:5:30.984,39930984,1,-75
11:5:31.218,39931218,1,-74
11:5:31.468,39931468,1,-75
11:5:31.593,39931593,1,-74
11:5:31.750,39931750,1,-74
11:5:31.937,39931937,1,-74
11:5:32.218,39932218,1,-74
11:5:32.421,39932421,1,-75
11:5:32.546,39932546,1,-75
11:5:32.765,39932765,1,-75
11:5:32.937,39932937,1,-75
11:5:33.218,39933218,1,-74
11:5:33.468,39933468,1,-75
11:5:33.578,39933578,1,-75
11:5:33.781,39933781,1,-75
11:5:34.031,39934031,1,-75
11:5:34.140,39934140,1,-75
11:5:34.343,39934343,1,-75
11:5:34.578,39934578,1,-75
11:5:34.750,39934750,1,-75
11:5:35.062,39935062,1,-74
11:5:35.187,39935187,1,-74
11:5:35.421,39935421,1,-75
11:5:35.546,39935546,1,-74
11:5:35.781,39935781,1,-74
11:5:36.015,39936015,1,-74
11:5:36.140,39936140,1,-74
11:5:36.343,39936343,1,-75
11:5:36.609,39936609,1,-76
11:5:36.781,39936781,1,-75
11:5:37.031,39937031,1,-75
11:5:37.140,39937140,1,-76
11:5:37.343,39937343,1,-74
11:5:37.578,39937578,1,-74
11:5:37.906,39937906,1,-74
11:5:38.031,39938031,1,-74
11:5:38.140,39938140,1,-74
11:5:38.343,39938343,1,-74
11:5:38.578,39938578,1,-74
11:5:38.750,39938750,1,-75
11:5:38.937,39938937,1,-74
11:5:39.218,39939218,1,-74
11:5:39.468,39939468,1,-74
11:5:39.578,39939578,1,-74
11:5:39.750,39939750,1,-74
11:5:39.984,39939984,1,-75
11:5:40.218,39940218,1,-76
11:5:40.468,39940468,1,-75
11:5:40.578,39940578,1,-74
11:5:40.750,39940750,1,-75
11:5:40.984,39940984,1,-76
11:5:41.187,39941187,1,-76
11:5:41.468,39941468,1,-75
11:5:41.578,39941578,1,-75
11:5:41.859,39941859,1,-75
11:5:41.984,39941984,1,-75
11:5:42.218,39942218,1,-75
11:5:42.343,39942343,1,-76
11:5:42.578,39942578,1,-76
11:5:42.765,39942765,1,-74
11:5:43.031,39943031,1,-76
11:5:43.140,39943140,1,-77
11:5:43.468,39943468,1,-75
11:5:43.578,39943578,1,-74
11:5:43.781,39943781,1,-75
11:5:44.031,39944031,1,-75
11:5:44.140,39944140,1,-75
11:5:44.343,39944343,1,-75
